key,gate,posterior_TV,audio_available
dev/10/8,0.38436970114707947,0.10508954459182349,True
dev/10/9,0.4074150323867798,0.06561912481917445,True
dev/11/0,0.9283401370048523,0.04856584148422737,True
dev/11/1,0.11329783499240875,0.0025917212980564102,True
dev/11/2,0.14589300751686096,0.025874726866182546,True
dev/11/3,0.07768785953521729,0.012514320708758433,True
dev/11/4,0.5133294463157654,0.14405837372209968,True
dev/11/5,0.6741899251937866,0.1361258347704358,True
dev/11/6,0.8175153732299805,0.15009953390783037,True
dev/11/7,0.21922354400157928,0.047510402350865566,True
dev/11/8,0.861266016960144,0.11454922786949938,True
dev/11/9,0.9770227670669556,0.04490095233360656,True
dev/11/10,0.6800714731216431,0.052601415063309745,True
dev/11/11,0.7256208658218384,0.1713851046020442,True
dev/11/12,0.779441773891449,0.07353274438361078,True
dev/14/0,0.2044881135225296,0.025992289266236753,True
dev/14/1,0.9127751588821411,0.045685142148685076,True
dev/14/2,0.8829768896102905,0.05159969914283885,True
dev/14/3,0.9232879877090454,0.037869856716333083,True
dev/14/4,0.893454372882843,0.10966736481480781,True
dev/14/5,0.16868363320827484,0.006371319759452867,True
dev/14/6,0.806995153427124,0.09992860167254583,True
dev/14/7,0.38158008456230164,0.04020321101349444,True
dev/14/8,0.748838484287262,0.03652960382994065,True
dev/15/0,0.09208321571350098,0.003824665437866072,True
dev/15/1,0.1447102576494217,0.032235339022459106,True
dev/15/2,0.036210667341947556,0.003673140052457991,True
dev/15/3,0.943381130695343,0.045012784699460615,True
dev/15/4,0.021611863747239113,0.0015197189334652814,True
dev/15/5,0.5900928974151611,0.0976935223045115,True
dev/15/6,0.6380360722541809,0.08684845608136216,True
dev/15/7,0.4046477675437927,0.07013588031737433,True
dev/15/8,0.6412037014961243,0.09639385616437002,True
dev/15/9,0.3853452205657959,0.07866141925099526,True
dev/17/0,0.9218742847442627,0.11712829065924056,True
dev/17/1,0.9541401267051697,0.08766161825355678,True
dev/17/2,0.6127432584762573,0.09667956405004853,True
dev/17/3,0.6737135648727417,0.08667638682532061,True
dev/17/4,0.6926977038383484,0.04747711869402084,True
dev/22/0,0.662071943283081,0.09416153934817129,True
dev/22/1,0.3708658814430237,0.10389256118693578,True
dev/22/2,0.8361706733703613,0.09565208620614225,True
dev/22/3,0.344745934009552,0.07028225418972975,True
dev/22/4,0.4831683337688446,0.115305450666994,True
dev/22/5,0.6949122548103333,0.1624823074928713,True
dev/22/6,0.9692587852478027,0.08186510557637272,True
dev/22/7,0.5747945308685303,0.13395880416882594,True
dev/22/8,0.9210711717605591,0.07607046751675021,True
dev/22/9,0.16842831671237946,0.051129714471363864,True
dev/22/10,0.6717696785926819,0.1309741533725959,True
dev/22/11,0.054300904273986816,0.0127730820977889,True
dev/22/12,0.31871649622917175,0.09187269548525266,True
dev/22/13,0.36607539653778076,0.07092551308252329,True
dev/23/0,0.9160810112953186,0.04618655230267855,True
dev/23/1,0.49135908484458923,0.08743681902581453,True
dev/23/2,0.03771429881453514,0.0016684005417172913,True
dev/23/3,0.02316369116306305,0.002791490211770756,True
dev/23/4,0.5804059505462646,0.02890441796512482,True
dev/23/5,0.08376386016607285,0.01782530283464722,True
dev/23/6,0.6731029152870178,0.10067688102767727,True
dev/23/7,0.6080387830734253,0.0917966952641334,True
dev/23/8,0.09401700645685196,0.018612194865424477,True
dev/23/9,0.4655199944972992,0.056820145790112755,True
dev/23/10,0.21705582737922668,0.021301625436936235,True
dev/23/11,0.9336254596710205,0.05983448413368324,True
dev/23/12,0.11348596215248108,0.012936530767924583,True
dev/23/13,0.14862322807312012,0.021816225952006607,True
dev/25/0,0.545002281665802,0.11027325480896619,True
dev/25/1,0.38791483640670776,0.08930165284676937,True
dev/25/2,0.7801704406738281,0.15101563403316579,True
dev/25/3,0.8573623299598694,0.12831834397357153,True
dev/25/4,0.7443682551383972,0.13504721762109861,True
dev/25/5,0.9795759916305542,0.057804193903466125,True
dev/26/0,0.9083032011985779,0.036935515805997646,True
dev/26/1,0.052736181765794754,0.010850860191120106,True
dev/26/2,0.13542188704013824,0.029850431520300296,True
dev/26/3,0.08416266739368439,0.0180666157355306,True
dev/26/4,0.4176408052444458,0.08357162464802517,True
dev/26/5,0.7113991379737854,0.07758230448041017,True
dev/26/6,0.031238745898008347,0.005788634008887128,True
dev/26/7,0.816455066204071,0.076770164492381,True
dev/26/8,0.7079634666442871,0.07313421470727058,True
dev/26/9,0.8007498383522034,0.06919741848281528,True
dev/26/10,0.07924001663923264,0.005627359168402077,True
dev/26/11,0.10951507091522217,0.022023328852213326,True
dev/26/12,0.11675260961055756,0.01548650425393987,True
dev/26/13,0.6569139361381531,0.13859507756314826,True
dev/26/14,0.5998076796531677,0.153048739641641,True
dev/26/15,0.8883966207504272,0.13868523596607676,True
dev/26/16,0.9010269641876221,0.10502805576790425,True
dev/28/0,0.8924034833908081,0.05522502112791826,True
dev/28/1,0.589357316493988,0.08693769420790243,True
dev/28/2,0.422556608915329,0.054108235363970664,True
dev/28/3,0.9115378260612488,0.05750752957301784,True
dev/28/4,0.8646060228347778,0.12848180048247054,True
dev/28/5,0.8589485287666321,0.10771664607436451,True
dev/28/6,0.2751607894897461,0.04777230082577168,True
dev/28/7,0.41683444380760193,0.08045032340575094,True
dev/28/8,0.044403452426195145,0.004497571387650248,True
dev/28/9,0.8408377170562744,0.08638742150540524,True
dev/28/10,0.9688166975975037,0.026249235619299288,True
dev/30/0,0.23568756878376007,0.030830508127303573,True
dev/30/1,0.36262354254722595,0.0551838340614786,True
dev/30/2,0.5570269227027893,0.08521333200870079,True
dev/30/3,0.1576164811849594,0.02431833515080453,True
dev/30/4,0.6006237268447876,0.07190855126985103,True
dev/30/5,0.05284920334815979,0.011644977830686173,True
dev/30/6,0.19427192211151123,0.06107728049389441,True
dev/30/7,0.9470597505569458,0.07550910010354686,True
dev/30/8,0.5394008755683899,0.03965429367112855,True
dev/30/9,0.5180742740631104,0.07299033171932177,True
dev/30/10,0.6156280040740967,0.06526178742477125,True
dev/30/11,0.5475027561187744,0.05762701733650138,True
dev/30/12,0.9350936412811279,0.0713955783341281,True
dev/30/13,0.6921424865722656,0.0408545458765697,True
dev/30/14,0.7468840479850769,0.0763634244143597,True
dev/30/15,0.7591448426246643,0.046721643953826275,True
dev/30/16,0.6781870126724243,0.0633653613372954,True
dev/30/17,0.587279200553894,0.04748800831608998,True
dev/30/18,0.8823132514953613,0.07246824168739946,True
dev/31/0,0.05347398668527603,0.008078185437333206,True
dev/31/1,0.13086286187171936,0.028290864775344395,True
dev/31/2,0.5752056241035461,0.08121109961379495,True
dev/31/3,0.3169949948787689,0.05867692033309599,True
dev/31/4,0.9332143664360046,0.08045334914504833,True
dev/31/5,0.11733433604240417,0.01675492349038292,True
dev/31/6,0.09496752917766571,0.01839553099501392,True
dev/31/7,0.35982656478881836,0.05473956455874875,True
dev/31/8,0.15879012644290924,0.03863964684673599,True
dev/31/9,0.08993324637413025,0.004650651564151552,True
dev/31/10,0.17060722410678864,0.0085474318575572,True
dev/31/11,0.5225365161895752,0.08924356675141988,True
dev/31/12,0.14903868734836578,0.034266303262877815,True
dev/32/0,0.9663681387901306,0.030509588344370092,True
dev/32/1,0.9381706714630127,0.0195644361528211,True
dev/32/2,0.1848609447479248,0.042919190743078886,True
dev/32/3,0.8882375955581665,0.06860670483043176,True
dev/32/4,0.4847589433193207,0.1254450388326636,True
dev/32/5,0.9393900036811829,0.021596373528598976,True
dev/32/6,0.889331042766571,0.05821340119127262,True
dev/32/7,0.7796181440353394,0.08662811392209319,True
dev/32/8,0.9723632335662842,0.040391781410181724,True
dev/32/9,0.3520059287548065,0.02512539801889295,True
dev/32/10,0.9702343344688416,0.054127642496055055,True
dev/32/11,0.9113773703575134,0.05439282217543805,True
dev/32/12,0.9756954312324524,0.03345344827285775,True
dev/32/13,0.9857501983642578,0.01960560873601346,True
dev/33/0,0.7617687582969666,0.10162921258538958,True
dev/33/1,0.42612993717193604,0.09553048226824482,True
dev/34/0,0.9117469191551208,0.04053745945354021,True
dev/34/1,0.8594453930854797,0.06800995407729953,True
dev/34/2,0.19108444452285767,0.04662722175741141,True
dev/34/3,0.8535143733024597,0.06746904905300936,True
dev/34/4,0.942145049571991,0.04198127741100129,True
dev/34/5,0.9151489734649658,0.06483689211979138,True
dev/34/6,0.04257328063249588,0.004882649812624637,True
dev/34/7,0.05441458895802498,0.0060157888128877825,True
dev/34/8,0.15656128525733948,0.01822732492402266,True
dev/34/9,0.8405449986457825,0.10903591735169291,True
dev/34/10,0.8978568911552429,0.04593305620314161,True
dev/35/0,0.8885841965675354,0.05654040121486609,True
dev/37/0,0.9090189933776855,0.05179794094715769,True
dev/37/1,0.57902991771698,0.06780448929371198,True
dev/37/2,0.6547697186470032,0.105785946065593,True
dev/37/3,0.163498193025589,0.012408447622542468,True
dev/37/4,0.03390391170978546,0.003414461326009091,True
dev/37/5,0.40076592564582825,0.08446883807445668,True
dev/37/6,0.911321222782135,0.04912815673871531,True
dev/37/7,0.02540901117026806,0.0035821663523405095,True
dev/37/8,0.23649829626083374,0.056539148948595436,True
dev/37/9,0.7331201434135437,0.07323787930260942,True
dev/37/10,0.7325294613838196,0.11877695106057796,True
dev/38/0,0.2719254195690155,0.04038970887529097,True
dev/39/0,0.9175460934638977,0.10497402828817119,True
dev/39/1,0.904262900352478,0.041500963536054175,True
dev/39/2,0.5736156702041626,0.0745250958244691,True
dev/40/0,0.4800085425376892,0.07885092062997084,True
dev/40/1,0.7272652983665466,0.10660601068494081,True
dev/40/2,0.3643084168434143,0.05948949697466966,True
dev/40/3,0.8929755687713623,0.11331319857614866,True
dev/40/4,0.05067854002118111,0.010348103607432164,True
dev/40/5,0.28328898549079895,0.057003436627154284,True
dev/40/6,0.9224027395248413,0.12970016042875393,True
dev/40/7,0.47362151741981506,0.09580893975669955,True
dev/40/8,0.1372060477733612,0.018909348975799524,True
dev/40/9,0.8790150880813599,0.1532387423267798,True
dev/40/10,0.27516552805900574,0.009601266917984309,True
dev/41/0,0.8996353149414062,0.0744405152645,True
dev/41/1,0.944365918636322,0.04248221387500983,True
dev/41/2,0.9017137885093689,0.11734063015923127,True
dev/42/0,0.09721183031797409,0.019014968259782494,True
dev/42/1,0.6860596537590027,0.05373053408309882,True
dev/42/2,0.22673065960407257,0.04282004470239322,True
dev/42/3,0.9471045136451721,0.03016685897576447,True
dev/42/4,0.07883362472057343,0.009634959644309063,True
dev/44/0,0.4568028151988983,0.13041622875101608,True
dev/44/1,0.38947582244873047,0.05002107086415397,True
dev/44/2,0.7749996185302734,0.11768899347097625,True
dev/44/3,0.8578364849090576,0.05744072013326595,True
dev/44/4,0.9051601886749268,0.0527073926024788,True
dev/44/5,0.3122882544994354,0.02179573681062983,True
dev/44/6,0.13734455406665802,0.02981910312754022,True
dev/44/7,0.6476694941520691,0.10036513279447865,True
dev/44/8,0.9653500318527222,0.05151576362057227,True
dev/44/9,0.9521394968032837,0.037568707748351915,True
dev/44/10,0.4803585410118103,0.07306048329252446,True
dev/44/11,0.7627437114715576,0.10684046122063563,True
dev/45/0,0.8742250204086304,0.08220440831134637,True
dev/45/1,0.23399321734905243,0.05970213769635321,True
dev/45/2,0.9709349274635315,0.01928944722648789,True
dev/45/3,0.11454831808805466,0.03531122345007884,True
dev/45/4,0.825188398361206,0.11236130639479043,True
dev/45/5,0.925754725933075,0.03703792462007937,True
dev/45/6,0.9730788469314575,0.06375349837579757,True
dev/45/7,0.8984963297843933,0.05466569022086783,True
dev/45/8,0.8177468776702881,0.07699313732539395,True
dev/45/9,0.4327760934829712,0.0726409553945006,True
dev/45/10,0.24980995059013367,0.06769037990250204,True
dev/45/11,0.10678352415561676,0.02366488576235418,True
dev/46/0,0.8893598318099976,0.09834689155626247,True
dev/46/1,0.9252108335494995,0.1201721003155833,True
dev/46/2,0.9262098073959351,0.059509530326524895,True
dev/46/3,0.929260790348053,0.07995018762332914,True
dev/46/4,0.7911700010299683,0.1207004454500302,True
dev/46/5,0.05848576873540878,0.007338956496750282,True
dev/46/6,0.9371885657310486,0.11114886225266722,True
dev/46/7,0.3286672830581665,0.04909484622454768,True
dev/46/8,0.17701329290866852,0.03143149535110313,True
dev/46/9,0.9596625566482544,0.06969670196378253,True
dev/47/0,0.5829039216041565,0.11344211056917455,True
dev/47/1,0.8464978933334351,0.08710328293152911,True
dev/47/2,0.892998456954956,0.09283075756651447,True
dev/47/3,0.8458006978034973,0.12384425521505564,True
dev/47/4,0.9598073959350586,0.03967658395191059,True
dev/47/5,0.03297213837504387,0.0009581157855640399,True
dev/47/6,0.7262253165245056,0.09312665648168089,True
dev/47/7,0.02465779520571232,0.002456824796432588,True
dev/47/8,0.499438613653183,0.13332638880334102,True
dev/47/9,0.1453092098236084,0.038038236667371494,True
dev/47/10,0.37027883529663086,0.08810508030401407,True
dev/48/0,0.6127957105636597,0.12062759148742372,True
dev/48/1,0.15853044390678406,0.00718648493026011,True
dev/48/2,0.08955796808004379,0.01879508999060263,True
dev/48/3,0.34740036725997925,0.05018512332252868,True
dev/48/4,0.7665011882781982,0.09764467531088764,True
dev/48/5,0.9629378318786621,0.03018144941271572,True
dev/48/6,0.02430250681936741,0.0026343586461991288,True
dev/48/7,0.461481511592865,0.06437774792578807,True
dev/49/0,0.12121754139661789,0.01050198825163243,True
dev/49/1,0.21821175515651703,0.03725248960647545,True
dev/49/2,0.8585585355758667,0.07893750200573653,True
dev/49/3,0.91590416431427,0.04854629958342008,True
dev/49/6,0.5364521741867065,0.02163255826843851,True
dev/49/7,0.7929850220680237,0.05388799744577963,True
dev/49/8,0.8781243562698364,0.05669418230007553,True
dev/49/9,0.07878187298774719,0.016226035326895302,True
dev/49/10,0.850671112537384,0.09970810517577115,True
dev/49/11,0.663411557674408,0.06854389752906968,True
dev/49/12,0.9404165744781494,0.029726358054159414,True
dev/49/13,0.4708380103111267,0.08521282573358638,True
dev/49/14,0.8631651401519775,0.05641193954568055,True
dev/50/0,0.3510333001613617,0.064133078305273,True
dev/50/1,0.5617607831954956,0.08837815117429657,True
dev/50/2,0.6967281103134155,0.04220717715519142,True
dev/50/3,0.9662685394287109,0.02293670837235366,True
dev/51/0,0.837433397769928,0.08701284622703183,True
dev/51/1,0.8497161865234375,0.07461577215299432,True
dev/51/2,0.8611431121826172,0.07888439520524525,True
dev/51/3,0.8981475234031677,0.022378959885399414,True
dev/51/4,0.5624070167541504,0.12315801355976705,True
dev/51/5,0.9230518937110901,0.06508751289530879,True
dev/51/6,0.1879570037126541,0.008669953031302973,True
dev/53/0,0.10219763964414597,0.018636990567450776,True
dev/53/1,0.9273489713668823,0.03619377190274237,True
dev/53/2,0.901445746421814,0.06353418065842156,True
dev/53/3,0.6946930885314941,0.08708028795419817,True
dev/53/4,0.8593868017196655,0.029745459529210268,True
dev/53/5,0.8658101558685303,0.06516027419874937,True
dev/53/6,0.9411195516586304,0.04349286710236225,True
dev/53/7,0.7675222754478455,0.06960559132836472,True
dev/53/8,0.9363226294517517,0.0471570470273509,True
dev/54/0,0.9182891249656677,0.04592231519778543,True
dev/54/1,0.9621343612670898,0.025582240004578306,True
dev/54/2,0.6569546461105347,0.07829298606444818,True
dev/54/3,0.850365936756134,0.047792576209205975,True
dev/54/4,0.8702355623245239,0.08407128105325992,True
dev/54/5,0.8164147138595581,0.07541360807454188,True
dev/54/6,0.8746334910392761,0.02935291554966641,True
dev/54/7,0.8111712336540222,0.07001712880483975,True
dev/54/8,0.6418665647506714,0.0630269945752473,True
dev/54/9,0.17798876762390137,0.04391184159578607,True
dev/54/10,0.7782447338104248,0.030395615616705198,True
dev/54/11,0.10092298686504364,0.01696697168359062,True
dev/54/12,0.9034386873245239,0.03294912526228385,True
dev/55/0,0.24740923941135406,0.01965128181429482,True
dev/56/0,0.1703517884016037,0.02050806842860798,True
dev/56/1,0.9540766477584839,0.0430058977078545,True
dev/56/2,0.9286876320838928,0.13960963580041955,True
dev/56/3,0.8887296319007874,0.06199112414093857,True
dev/56/4,0.8567100763320923,0.09620685374438218,True
dev/56/5,0.2359498292207718,0.032122343292294214,True
dev/56/6,0.5610926151275635,0.08484088744100311,True
dev/56/7,0.5369263291358948,0.09888797214226544,True
dev/56/8,0.812414824962616,0.0953390805561138,True
dev/56/9,0.7852784991264343,0.11262912929518852,True
dev/56/10,0.546374499797821,0.05314709553109572,True
dev/56/11,0.9469924569129944,0.10265493195864002,True
dev/56/12,0.8260878920555115,0.052553820596010506,True
dev/56/13,0.8932654857635498,0.09149986071161353,True
dev/56/14,0.2599847614765167,0.036168134228059916,True
dev/56/15,0.7261435389518738,0.08194322066176024,True
dev/56/16,0.20396509766578674,0.007625610362760806,True
dev/58/0,0.603330671787262,0.07212437731290754,True
dev/58/1,0.6208754777908325,0.06979077107955635,True
dev/58/2,0.8754994869232178,0.0475126364131415,True
dev/58/3,0.8979483246803284,0.10058279657305604,True
dev/58/4,0.18749016523361206,0.051288044627875534,True
dev/58/5,0.34146711230278015,0.037644979459906004,True
dev/58/6,0.16245731711387634,0.042215815596298785,True
dev/58/7,0.40103814005851746,0.04316000841310358,True
dev/58/8,0.899226188659668,0.05282513202163356,True
dev/58/9,0.9722713828086853,0.03481399414454704,True
dev/58/10,0.9749630093574524,0.028828707482050134,True
dev/58/11,0.1185283288359642,0.02502486650722327,True
dev/60/0,0.03358839079737663,0.005925141749701372,True
dev/60/1,0.3075719177722931,0.023850892144084958,True
dev/60/2,0.7717174887657166,0.05111581964818134,True
dev/60/3,0.8428700566291809,0.08825097049289073,True
dev/60/4,0.5194979906082153,0.07868193944794974,True
dev/60/5,0.8628461360931396,0.06586996023805253,True
dev/60/6,0.3127613663673401,0.013379095176531143,True
dev/61/0,0.26637324690818787,0.03535054908687291,True
dev/61/1,0.32933861017227173,0.036719026977739495,True
dev/61/2,0.7680266499519348,0.05619383334820546,True
dev/61/3,0.43307191133499146,0.08125900225253589,True
dev/61/4,0.9230222702026367,0.02869871783742088,True
dev/61/5,0.12894870340824127,0.005616249144444758,True
dev/62/0,0.30319932103157043,0.0502513837570121,True
dev/62/1,0.6242426037788391,0.0559810110018608,True
dev/62/2,0.11204762011766434,0.019359116915273804,True
dev/62/3,0.6777573823928833,0.05985529737225783,True
dev/62/4,0.5696616172790527,0.05370763109019651,True
dev/62/5,0.7640121579170227,0.07985205037473457,True
dev/63/0,0.13741476833820343,0.006007745586537882,True
dev/63/1,0.8422838449478149,0.15079994023804819,True
dev/63/2,0.3520772159099579,0.07826719207501176,True
dev/63/3,0.07867412269115448,0.004007875621719646,True
dev/63/4,0.07482072710990906,0.005438715345806227,True
dev/63/5,0.9235248565673828,0.055701926391690595,True
dev/63/6,0.8302046060562134,0.04293250938759723,True
dev/63/7,0.9390305876731873,0.03145070231511268,True
dev/63/8,0.4726194739341736,0.08023065089836287,True
dev/63/9,0.48337629437446594,0.1168032764473133,True
dev/63/10,0.1260773092508316,0.010041905905095194,True
dev/63/11,0.10228870064020157,0.0037871516699366876,True
dev/63/12,0.2920261323451996,0.07376680923548466,True
dev/63/13,0.885587751865387,0.04920629115317674,True
dev/63/14,0.19474662840366364,0.022367282912151842,True
dev/63/15,0.2633070945739746,0.03289986776817015,True
dev/63/16,0.518494188785553,0.059611996302047075,True
dev/63/17,0.8404563069343567,0.0480412212159977,True
dev/63/18,0.5876412391662598,0.09785328496252688,True
dev/63/19,0.9744774699211121,0.049863905362398195,True
dev/63/20,0.9558866620063782,0.01167101912385481,True
dev/64/0,0.44302985072135925,0.08183202242925153,True
dev/64/1,0.8468267321586609,0.11716529986427442,True
dev/64/2,0.7145400643348694,0.11301511048926335,True
dev/64/3,0.9683145880699158,0.03135949729333352,True
dev/64/4,0.9483200907707214,0.02704940473786644,True
dev/65/0,0.2800278067588806,0.01281133744441671,True
dev/65/1,0.9486837387084961,0.047580085157561354,True
dev/65/2,0.08563695102930069,0.006454568925785848,True
dev/65/3,0.5825811624526978,0.08083801146171352,True
dev/65/4,0.037449419498443604,0.004158621646704514,True
dev/65/5,0.2869166433811188,0.061817074236108854,True
dev/65/6,0.8414143919944763,0.013010096591369983,True
dev/65/7,0.9569070339202881,0.06348380831622251,True
dev/65/8,0.8927510976791382,0.11522113208972318,True
dev/65/9,0.4267999231815338,0.07609307083485368,True
dev/65/10,0.10190833359956741,0.007087857989737413,True
dev/66/0,0.02093392238020897,0.0013517705980532159,True
dev/66/1,0.8830008506774902,0.12434651940939309,True
dev/66/2,0.29166701436042786,0.04477801912575789,True
dev/66/3,0.6732898354530334,0.1345324010869525,True
dev/66/4,0.10527719557285309,0.022704921686942412,True
dev/66/5,0.802984893321991,0.14229546864160042,True
dev/66/6,0.7419235110282898,0.12141802250996826,True
dev/66/7,0.9249153733253479,0.12014396519896818,True
dev/66/8,0.7803319692611694,0.1424246525114796,True
dev/66/11,0.8499407768249512,0.10450935412237726,True
dev/68/0,0.22484733164310455,0.029629612322706993,True
dev/68/1,0.9307777285575867,0.02997655245413121,True
dev/68/2,0.9098429083824158,0.06553405134261278,True
dev/68/3,0.09709268808364868,0.024074076706806925,True
dev/68/4,0.8619343638420105,0.05359455942379669,True
dev/68/5,0.4238811135292053,0.0565417246764165,True
dev/68/6,0.029895225539803505,0.0035112600708256843,True
dev/68/7,0.3073057234287262,0.045212056835885625,True
dev/68/8,0.7538249492645264,0.12453425041860477,True
dev/68/9,0.2959376871585846,0.012339754190855,True
dev/68/10,0.2462366819381714,0.0118189369885149,True
dev/68/11,0.9340313076972961,0.08470460592461346,True
dev/69/0,0.4723290801048279,0.045829217369935144,True
dev/69/1,0.7889248728752136,0.09959350452140969,True
dev/69/2,0.8629859089851379,0.06351638186851404,True
dev/69/3,0.320360392332077,0.07320050535467829,True
dev/69/4,0.09261957556009293,0.02265753742939386,True
dev/69/5,0.06993503123521805,0.0120544612515983,True
dev/69/6,0.3509509563446045,0.09955869945787989,True
dev/69/7,0.837713360786438,0.0622228373077551,True
dev/69/8,0.3540106415748596,0.02481405473798101,True
dev/69/9,0.9316754341125488,0.07281169245402645,True
dev/69/10,0.9305307269096375,0.0303000266280087,True
dev/69/11,0.2718753516674042,0.059924102206446506,True
dev/69/12,0.8358808755874634,0.07694563910917752,True
dev/69/13,0.723131537437439,0.098990050270095,True
dev/69/14,0.8409071564674377,0.1352043906331448,True
dev/69/15,0.6087626218795776,0.08560050404622457,True
dev/69/16,0.5430523753166199,0.0755882334912922,True
dev/69/17,0.6713088154792786,0.10690386974249597,True
dev/69/18,0.05544370040297508,0.00795715251189382,True
dev/69/19,0.8517966866493225,0.12175725415568614,True
dev/72/0,0.2888295650482178,0.06068603554741579,True
dev/72/1,0.4892815053462982,0.04126917651001129,True
dev/72/2,0.3076428174972534,0.026212471056740183,True
dev/72/3,0.6285866498947144,0.06127314333209902,True
dev/72/4,0.7349062561988831,0.03182318353095208,True
dev/72/5,0.06607429683208466,0.01264406241775324,True
dev/72/6,0.8245577216148376,0.05103527453839066,True
dev/72/7,0.7367894053459167,0.0479631776490302,True
dev/72/8,0.8317418098449707,0.06899105510606586,True
dev/72/9,0.9449165463447571,0.0777696143942639,True
dev/72/10,0.18009814620018005,0.0439188003768277,True
dev/72/11,0.2652670741081238,0.041287088757923585,True
dev/72/12,0.23874911665916443,0.04908693942189275,True
dev/72/13,0.6443780660629272,0.061724165379874026,True
dev/72/14,0.5430325269699097,0.08093014976667678,True
dev/72/15,0.49904346466064453,0.06556785840466187,True
dev/72/16,0.717317521572113,0.05255547219138468,True
dev/72/17,0.6509164571762085,0.05208356377469869,True
dev/72/18,0.7505256533622742,0.03958680325608916,True
dev/74/0,0.22457708418369293,0.01899189386113947,True
dev/74/1,0.8643254637718201,0.035394742331226144,True
dev/74/2,0.8382179737091064,0.11459801355559064,True
dev/74/3,0.8868682384490967,0.04602788433857374,True
